elapsed_s	state	tx	rx	malformed	decrypt_fail	mac_fail	src_viol	unroutable	rss_kb	ping_ms
27796	established	1955758968	985902720	0	0	0	0	17	5352	1.57
27858	established	1960346184	988210543	0	0	0	0	17	5352	1.60
27920	established	1964947640	990518733	0	0	0	0	17	5352	1.64
27981	established	1969446338	992783064	0	0	0	0	17	5352	1.74
28043	established	1973965216	995054975	0	0	0	0	17	5352	1.18
28105	established	1978444429	997311982	0	0	0	0	17	5352	0.992
28167	established	1983063145	999635444	0	0	0	0	17	5352	1.55
28228	established	1987685310	1001946207	0	0	0	0	17	5352	1.32
28290	established	1991372911	1003804057	0	0	0	0	17	5352	1.59
28352	established	1995534959	1005904170	0	0	0	0	17	5352	1.36
28414	established	2000034259	1008174856	0	0	0	0	17	5352	1.12
28475	established	2004428131	1010393391	0	0	0	0	17	5352	1.25
28537	established	2008823174	1012611111	0	0	0	0	17	5352	0.686
28599	established	2013392638	1014917783	0	0	0	0	17	5352	1.20
28661	established	2017973634	1017224139	0	0	0	0	17	5352	1.16
28722	established	2022404045	1019461546	0	0	0	0	17	5352	2.08
28784	established	2025975230	1021261860	0	0	0	0	17	5352	1.51
28846	established	2029950966	1023266857	0	0	0	0	17	5352	1.65
28908	established	2034346924	1025483082	0	0	0	0	17	5352	1.32
28970	established	2038130975	1027388176	0	0	0	0	17	5352	1.42
29031	established	2042749825	1029713949	0	0	0	0	17	5352	1.41
29093	established	2047382519	1032052511	0	0	0	0	17	5352	1.24
29155	established	2052014425	1034390160	0	0	0	0	17	5352	1.13
29217	established	2056081667	1036441609	0	0	0	0	17	5352	1.64
29279	established	2059560522	1038195722	0	0	0	0	17	5352	1.54
29340	established	2063896843	1040378072	0	0	0	0	17	5352	2.05
29402	established	2068241498	1042567306	0	0	0	0	17	5352	1.74
29464	established	2072799141	1044867931	0	0	0	0	17	5352	1.28
29526	established	2077411510	1047196117	0	0	0	0	17	5352	2.05
29587	established	2082015139	1049518777	0	0	0	0	17	5352	2.33
29649	established	2086381645	1051714778	0	0	0	0	17	5352	1.24
29711	established	2090966896	1054019746	0	0	0	0	17	5352	1.20
29773	established	2095542305	1056329227	0	0	0	0	17	5352	0.696
29834	established	2100158593	1058657108	0	0	0	0	17	5352	1.35
29896	established	2104704517	1060952453	0	0	0	0	17	5352	2.23
29958	established	2108744141	1062991560	0	0	0	0	17	5352	1.64
30020	established	2112892867	1065085296	0	0	0	0	17	5352	1.28
30082	established	2117189860	1067253895	0	0	0	0	17	5352	0.987
30144	established	2121739403	1069550177	0	0	0	0	17	5352	0.595
30205	established	2126315144	1071859544	0	0	0	0	18	5352	0.976
30267	established	2130919119	1074183058	0	0	0	0	18	5352	1.84
30329	established	2135499831	1076489669	0	0	0	0	18	5352	1.82
30391	established	2139095779	1078303644	0	0	0	0	18	5352	2.03
30453	established	2143707414	1080631546	0	0	0	0	18	5352	1.37
30515	established	2148344469	1082971647	0	0	0	0	18	5352	2.17
30576	established	2152956902	1085299551	0	0	0	0	18	5352	1.56
30638	established	2157478273	1087581150	0	0	0	0	18	5352	1.10
30700	established	2161261899	1089485238	0	0	0	0	18	5352	1.32
30762	established	2165344258	1091545090	0	0	0	0	18	5352	1.42
30824	established	2169759936	1093768223	0	0	0	0	18	5352	1.39
30885	established	2173806439	1095808029	0	0	0	0	18	5352	1.63
30947	established	2178064654	1097954832	0	0	0	0	18	5352	2.16
31009	established	2182110650	1099991284	0	0	0	0	18	5352	1.27
31071	established	2186657222	1102285504	0	0	0	0	18	5352	1.40
31133	established	2191141619	1104547582	0	0	0	0	18	5352	1.72
31194	established	2195642430	1106816846	0	0	0	0	18	5352	1.18
31256	established	2199658645	1108841736	0	0	0	0	18	5352	1.46
31318	established	2203884993	1110972907	0	0	0	0	18	5352	0.944
31379	established	2208299474	1113198149	0	0	0	0	18	5352	1.47
31441	established	2212913946	1115515758	0	0	0	0	18	5352	1.66
31503	established	2217530247	1117828560	0	0	0	0	18	5352	0.923
31565	established	2222129260	1120139494	0	0	0	0	18	5352	1.32
31627	established	2226748949	1122460019	0	0	0	0	18	5352	1.06
31688	established	2231320670	1124758108	0	0	0	0	18	5352	0.904
31750	established	2235937679	1127080675	0	0	0	0	18	5352	1.13
31812	established	2240539070	1129397280	0	0	0	0	18	5352	1.35
31873	established	2245123935	1131692892	0	0	0	0	18	5352	1.83
31935	established	2249724132	1134011871	0	0	0	0	18	5352	1.45
31997	established	2253768132	1136049715	0	0	0	0	18	5352	1.65
32058	established	2257272588	1137817854	0	0	0	0	18	5352	1.62
32120	established	2260828847	1139610925	0	0	0	0	18	5352	1.50
32182	established	2265439672	1141934266	0	0	0	0	18	5352	1.44
32244	established	2270064289	1144261121	0	0	0	0	18	5352	1.17
32305	established	2274383313	1146435251	0	0	0	0	18	5352	1.13
32367	established	2278936637	1148731598	0	0	0	0	18	5352	1.53
32429	established	2283504453	1151023272	0	0	0	0	18	5352	1.25
32491	established	2288112015	1153343260	0	0	0	0	18	5352	1.65
32552	established	2291808493	1155205066	0	0	0	0	18	5352	1.06
32614	established	2296439737	1157535321	0	0	0	0	18	5352	1.56
32676	established	2301063381	1159858089	0	0	0	0	18	5352	1.35
32738	established	2305487640	1162088095	0	0	0	0	18	5352	1.55
32800	established	2309165199	1163943421	0	0	0	0	18	5352	1.65
32862	established	2312671993	1165712403	0	0	0	0	18	5352	1.28
32923	established	2316153723	1167468509	0	0	0	0	18	5352	2.17
32985	established	2319937155	1169375224	0	0	0	0	18	5352	1.06
33047	established	2324500142	1171668470	0	0	0	0	18	5352	1.49
33109	established	2327962694	1173414918	0	0	0	0	18	5352	1.61
33170	established	2331475338	1175186145	0	0	0	0	18	5352	1.29
33232	established	2335067866	1176998611	0	0	0	0	18	5352	1.82
33294	established	2338593018	1178776763	0	0	0	0	18	5352	1.63
33356	established	2342456189	1180724062	0	0	0	0	18	5352	3.05
33418	established	2345923774	1182473145	0	0	0	0	18	5352	1.06
33479	established	2349393865	1184223226	0	0	0	0	18	5352	1.28
33541	established	2352852201	1185968300	0	0	0	0	18	5352	1.64
33603	established	2357260872	1188188206	0	0	0	0	18	5352	1.69
33664	established	2361861615	1190509531	0	0	0	0	18	5352	1.23
33726	established	2366475565	1192835717	0	0	0	0	18	5352	1.43
33788	established	2371009881	1195122175	0	0	0	0	18	5352	1.06
33850	established	2375539100	1197405933	0	0	0	0	18	5352	1.56
33911	established	2380102027	1199706423	0	0	0	0	18	5352	1.39
33973	established	2384647908	1201992646	0	0	0	0	18	5352	1.28
34035	established	2389005746	1204191729	0	0	0	0	18	5352	1.78
34096	established	2393514481	1206466651	0	0	0	0	18	5352	1.44
34158	established	2398100847	1208782189	0	0	0	0	19	5352	2.18
34220	established	2402676088	1211091579	0	0	0	0	19	5352	1.24
34282	established	2407135510	1213336155	0	0	0	0	19	5352	0.940
34344	established	2411716259	1215648225	0	0	0	0	19	5352	1.01
34406	established	2416242509	1217932704	0	0	0	0	19	5352	1.46
34467	established	2420312219	1219987612	0	0	0	0	19	5352	1.61
34529	established	2424017462	1221857445	0	0	0	0	19	5352	1.32
34591	established	2428500732	1224120244	0	0	0	0	19	5352	1.37
34653	established	2432945724	1226361596	0	0	0	0	19	5352	1.94
34714	established	2437467408	1228634723	0	0	0	0	19	5352	1.48
34776	established	2441665902	1230747622	0	0	0	0	19	5352	1.57
34838	established	2445774634	1232817526	0	0	0	0	19	5352	1.77
34900	established	2450398404	1235151704	0	0	0	0	19	5352	1.23
34961	established	2455028874	1237487087	0	0	0	0	19	5352	0.962
35023	established	2459547651	1239763087	0	0	0	0	19	5352	1.21
35085	established	2463616567	1241815541	0	0	0	0	19	5352	1.37
35147	established	2467097783	1243571756	0	0	0	0	19	5352	1.82
35209	established	2470969921	1245520322	0	0	0	0	19	5352	1.42
35270	established	2474495242	1247298904	0	0	0	0	19	5352	1.49
35332	established	2478029727	1249081511	0	0	0	0	19	5352	1.21
35394	established	2482581125	1251376387	0	0	0	0	19	5352	1.33
35455	established	2486971056	1253591937	0	0	0	0	19	5352	0.952
35517	established	2491535409	1255894830	0	0	0	0	19	5352	1.16
35579	established	2496071780	1258184525	0	0	0	0	19	5352	1.40
35641	established	2500615821	1260477850	0	0	0	0	19	5352	1.04
35703	established	2505163918	1262768669	0	0	0	0	19	5352	1.93
35765	established	2509760728	1265083180	0	0	0	0	19	5352	1.08
35826	established	2514366724	1267404203	0	0	0	0	19	5352	1.19
35888	established	2518897607	1269691280	0	0	0	0	19	5352	2.56
35950	established	2523465399	1271992530	0	0	0	0	19	5352	2.26
36012	established	2528021172	1274287893	0	0	0	0	19	5352	1.54
36074	established	2532557858	1276574982	0	0	0	0	19	5352	1.29
36135	established	2537042411	1278826446	0	0	0	0	19	5352	1.51
36197	established	2541466757	1281060184	0	0	0	0	19	5352	1.03
36259	established	2546067859	1283379179	0	0	0	0	19	5352	1.45
36321	established	2550659541	1285696629	0	0	0	0	19	5352	1.70
36382	established	2554928294	1287850606	0	0	0	0	19	5352	1.56
36444	established	2558389995	1289596799	0	0	0	0	19	5352	1.58
36506	established	2562578885	1291710633	0	0	0	0	19	5352	1.05
36567	established	2567104440	1293991890	0	0	0	0	19	5352	1.56
36629	established	2571661937	1296293436	0	0	0	0	19	5352	1.30
36691	established	2576137512	1298551636	0	0	0	0	19	5352	1.60
36753	established	2580637232	1300817324	0	0	0	0	19	5352	1.46
36814	established	2585167403	1303104096	0	0	0	0	19	5352	2.71
36876	established	2589762935	1305423335	0	0	0	0	19	5352	1.23
36938	established	2594351809	1307739017	0	0	0	0	19	5352	1.03
37000	established	2598930135	1310049022	0	0	0	0	19	5352	1.63
37062	established	2603253175	1312230714	0	0	0	0	19	5352	1.13
37124	established	2607827082	1314538811	0	0	0	0	19	5352	1.33
37185	established	2612424370	1316855461	0	0	0	0	19	5352	1.05
37247	established	2617001403	1319162260	0	0	0	0	19	5352	1.86
37309	established	2621532558	1321449374	0	0	0	0	19	5352	1.11
37371	established	2626111395	1323759397	0	0	0	0	19	5352	1.90
37432	established	2630710716	1326079109	0	0	0	0	19	5352	1.30
37494	established	2635323276	1328404189	0	0	0	0	19	5352	1.69
37556	established	2639972222	1330745293	0	0	0	0	19	5352	1.44
37618	established	2644554624	1333056968	0	0	0	0	19	5352	1.43
37680	established	2649172125	1335376490	0	0	0	0	19	5352	1.80
37741	established	2653783554	1337701514	0	0	0	0	19	5352	1.27
37803	established	2658261648	1339960273	0	0	0	0	20	5352	1.43
37865	established	2662717112	1342207574	0	0	0	0	20	5352	0.866
37927	established	2667294105	1344508060	0	0	0	0	20	5352	1.69
37989	established	2671831885	1346796965	0	0	0	0	20	5352	1.56
38051	established	2676408506	1349101864	0	0	0	0	20	5352	1.90
38112	established	2680975540	1351407010	0	0	0	0	20	5352	1.08
38174	established	2685511438	1353695098	0	0	0	0	20	5356	1.75
38236	established	2690087646	1356001794	0	0	0	0	20	5352	1.44
38298	established	2694608988	1358284157	0	0	0	0	20	5352	1.56
38359	established	2699209518	1360604866	0	0	0	0	20	5352	1.07
38421	established	2703715339	1362873309	0	0	0	0	20	5352	1.52
38483	established	2707521627	1364790185	0	0	0	0	20	5352	1.86
38545	established	2711563362	1366823689	0	0	0	0	20	5352	1.24
38607	established	2716113553	1369121786	0	0	0	0	20	5352	1.67
38669	established	2720579485	1371367709	0	0	0	0	20	5352	1.48
38730	established	2725052575	1373622032	0	0	0	0	20	5352	1.75
38792	established	2729574866	1375899206	0	0	0	0	20	5352	0.942
38854	established	2734156311	1378212829	0	0	0	0	20	5352	1.59
38916	established	2738741393	1380527149	0	0	0	0	20	5352	1.48
38978	established	2743335071	1382845686	0	0	0	0	20	5352	1.32
39039	established	2747941669	1385167610	0	0	0	0	20	5352	1.18
39101	established	2752548246	1387493483	0	0	0	0	20	5352	1.58
39163	established	2757170003	1389823560	0	0	0	0	20	5352	1.57
39225	established	2761766601	1392144374	0	0	0	0	20	5352	1.25
39286	established	2766272791	1394416239	0	0	0	0	20	5352	1.16
39348	established	2770415312	1396504337	0	0	0	0	20	5352	1.63
39410	established	2775038610	1398831169	0	0	0	0	20	5352	1.17
39472	established	2779574917	1401121188	0	0	0	0	20	5352	1.29
39534	established	2784135770	1403423024	0	0	0	0	20	5352	1.41
39596	established	2788254232	1405493888	0	0	0	0	20	5352	2.03
39657	established	2791725266	1407244729	0	0	0	0	20	5352	1.69
39719	established	2795194128	1408993930	0	0	0	0	20	5352	1.41
39781	established	2799016193	1410921718	0	0	0	0	20	5352	2.15
39843	established	2803572473	1413220949	0	0	0	0	20	5352	1.57
39905	established	2808125956	1415517367	0	0	0	0	20	5352	0.995
39967	established	2812683642	1417818050	0	0	0	0	20	5352	1.68
40028	established	2816281385	1419632760	0	0	0	0	20	5352	1.79
40090	established	2819793677	1421396083	0	0	0	0	20	5352	1.35
40152	established	2823619764	1423324673	0	0	0	0	20	5352	1.33
40214	established	2827653129	1425359619	0	0	0	0	20	5352	1.40
40276	established	2832050428	1427574121	0	0	0	0	20	5352	1.93
40338	established	2836627092	1429880122	0	0	0	0	20	5352	1.26
40399	established	2841232762	1432204690	0	0	0	0	20	5352	1.24
40461	established	2845713176	1434461969	0	0	0	0	20	5352	1.38
40523	established	2850298557	1436777217	0	0	0	0	20	5352	1.89
40585	established	2854785746	1439039540	0	0	0	0	20	5352	0.868
40647	established	2859370660	1441348485	0	0	0	0	20	5352	1.48
40708	established	2863796228	1443582518	0	0	0	0	20	5352	1.93
40770	established	2867743165	1445574139	0	0	0	0	20	5352	1.12
40832	established	2871299305	1447367444	0	0	0	0	20	5352	1.50
40893	established	2874837392	1449152168	0	0	0	0	20	5352	1.89
40955	established	2878497087	1450998581	0	0	0	0	20	5352	0.998
41017	established	2883036694	1453290389	0	0	0	0	20	5352	1.19
41079	established	2887550986	1455567832	0	0	0	0	20	5352	1.75
41141	established	2892152961	1457883917	0	0	0	0	20	5352	1.69
41202	established	2896707669	1460181748	0	0	0	0	21	5352	1.93
41264	established	2901260658	1462480182	0	0	0	0	21	5352	2.05
41326	established	2905756573	1464746680	0	0	0	0	21	5352	1.11
41388	established	2910265596	1467016520	0	0	0	0	21	5352	1.03
41449	established	2914738586	1469271528	0	0	0	0	21	5352	1.85
41511	established	2919229046	1471535804	0	0	0	0	21	5352	1.72
41573	established	2923738245	1473810813	0	0	0	0	21	5352	1.19
41635	established	2928362657	1476144981	0	0	0	0	21	5352	0.795
41696	established	2932820586	1478395374	0	0	0	0	21	5352	1.43
41758	established	2936607110	1480306131	0	0	0	0	21	5352	1.48
41820	established	2941022539	1482532963	0	0	0	0	21	5352	1.49
41882	established	2945219005	1484649383	0	0	0	0	21	5352	1.80
41944	established	2948688827	1486398399	0	0	0	0	21	5352	1.90
42005	established	2952164649	1488150849	0	0	0	0	21	5352	1.52
42067	established	2955763520	1489966514	0	0	0	0	21	5352	1.06
42129	established	2960110297	1492160454	0	0	0	0	21	5352	1.14
42191	established	2964732466	1494489146	0	0	0	0	21	5352	1.87
42253	established	2969362695	1496820570	0	0	0	0	21	5352	1.40
42314	established	2973979926	1499141023	0	0	0	0	21	5352	1.18
42376	established	2978595362	1501461984	0	0	0	0	21	5352	1.90
42437	established	2983202151	1503783298	0	0	0	0	21	5352	1.95
42499	established	2987813016	1506103958	0	0	0	0	21	5352	1.61
42561	established	2992443331	1508438392	0	0	0	0	21	5352	1.48
42623	established	2997062116	1510763736	0	0	0	0	21	5352	0.867
42684	established	3001656102	1513060772	0	0	0	0	21	5352	1.62
42746	established	3006270278	1515381925	0	0	0	0	21	5352	0.867
42808	established	3010885230	1517707338	0	0	0	0	21	5352	1.58
42869	established	3015428471	1519999138	0	0	0	0	21	5352	1.24
42931	established	3019835237	1522216733	0	0	0	0	21	5352	1.76
42993	established	3024286593	1524462415	0	0	0	0	21	5352	1.75
43055	established	3028684844	1526682294	0	0	0	0	21	5352	1.23
43117	established	3033165105	1528943880	0	0	0	0	21	5352	1.30
43179	established	3037739723	1531253327	0	0	0	0	21	5352	2.90
